Species,ID,Mass,SVL,BL,Hand_Area,Foot_Area,Trial,Date,Calibration,Frame_Rate,Decimation,Incline,Hind_Stance_Start,Hind_Stance_End,Hind_Swing_End,Fore_Stance_Start,Fore_Stance_End,Fore_Swing_End,Hand_Spread,Foot_Spread
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_80deg06,4/22/24,240422_Calib03,400,1,80,6,671,735,224,863,933,101.832,117.929
Aneides lugubris,Alug07,1.61,4.95,8.5,0.11093,0.17956,Alug07_Flat02,4/15/24,240415_Calib02,400,1,0,6,237,283,123,358,402,111.673,133.385
Aneides lugubris,Alug07,1.61,4.95,8.5,0.11093,0.17956,Alug07_Flat03,4/15/24,240415_Calib02,400,1,0,3,274,311,118,391,430,112.889,129.12
Aneides lugubris,Alug07,1.61,4.95,8.5,0.11093,0.17956,Alug07_Flat05,4/15/24,240415_Calib02,400,1,0,4,252,301,143,372,422,110.889,130.472
Aneides lugubris,Alug07,1.61,4.95,8.5,0.11093,0.17956,Alug07_Flat06,4/15/24,240415_Calib02,400,1,0,6,296,347,148,417,484,112.983,126.027
Aneides lugubris,Alug07,1.61,4.95,8.5,0.11093,0.17956,Alug07_Flat07,4/15/24,240415_Calib02,400,1,0,4,220,263,111,330,363,100.315,133.74
Aneides lugubris,Alug07,1.76,4.95,8.5,0.11093,0.17956,Alug07_Vert01,5/1/24,240501_Calib02,400,1,90,6,893,934,224,1118,1155,96.965,102.721
Aneides lugubris,Alug07,1.76,4.95,8.5,0.11093,0.17956,Alug07_Vert02,5/1/24,240501_Calib02,400,1,90,6,878,925,209,1116,1168,97.492,109.733
Aneides lugubris,Alug07,1.71,4.95,8.5,0.11093,0.17956,Alug07_Vert03,5/4/24,240504_Calib03,400,1,90,9,514,560,148,663,713,104.014,110.149
Aneides lugubris,Alug07,1.71,4.95,8.5,0.11093,0.17956,Alug07_Vert04,5/4/24,240504_Calib03,400,1,90,9,647,692,207,842,892,104.895,110.685
Aneides lugubris,Alug07,1.71,4.95,8.5,0.11093,0.17956,Alug07_Vert06,5/4/24,240504_Calib03,400,1,90,9,798,837,231,1015,1058,102.558,111.85
Aneides lugubris,Alug08,1.04,3.7,6.35,0.06978,0.11703,Alug08_45deg01,4/16/24,240416_Calib01,400,1,45,4,216,251,108,295,356,122.725,122.169
Aneides lugubris,Alug08,1.04,3.7,6.35,0.06978,0.11703,Alug08_45deg03,4/16/24,240416_Calib01,400,1,45,4,230,267,115,321,384,119.955,117.112
Aneides lugubris,Alug08,1.04,3.7,6.35,0.06978,0.11703,Alug08_45deg04,4/16/24,240416_Calib01,400,1,45,4,235,272,114,339,396,110.858,121.561
Aneides lugubris,Alug08,1.04,3.7,6.35,0.06978,0.11703,Alug08_45deg05,4/16/24,240416_Calib01,400,1,45,10,305,362,136,437,517,118.558,113.199
Aneides lugubris,Alug08,1.04,3.7,6.35,0.06978,0.11703,Alug08_45deg06,4/16/24,240416_Calib01,400,1,45,8,332,399,151,487,565,106.523,118.175
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_80deg01,4/22/24,240422_Calib03,400,1,80,8,360,432,155,501,565,108.326,110.323
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_80deg03,4/22/24,240422_Calib03,400,1,80,24,417,482,186,570,638,113.582,118.019
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_80deg04,4/22/24,240422_Calib03,400,1,80,15,399,447,152,513,576,110.969,119.627
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_80deg05,4/22/24,240422_Calib03,400,1,80,12,325,392,144,473,552,101.184,132.11
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_80deg06,4/22/24,240422_Calib03,400,1,80,53,526,603,218,685,779,107.91,120.043
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_Flat02,4/9/24,240409_Calib01,400,1,0,6,141,177,83,205,250,121.404,134.403
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_Flat03,4/9/24,240409_Calib01,400,1,0,12,236,285,142,345,399,119.462,127.8
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_Flat04,4/9/24,240409_Calib01,400,1,0,7,270,319,154,395,475,112.788,119.859
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_Flat05,4/9/24,240409_Calib01,400,1,0,15,232,282,125,338,385,117.9,125.873
Aneides lugubris,Alug08,1,3.7,6.35,0.06978,0.11703,Alug08_Flat06,4/9/24,240409_Calib01,400,1,0,4,135,167,81,206,244,117.031,119.116
Aneides lugubris,Alug08,0.87,3.7,6.35,0.06978,0.11703,Alug08_Vert01,5/1/24,240501_Calib02,400,1,90,14,343,380,115,440,478,98.904,109.179
Aneides lugubris,Alug08,0.87,3.7,6.35,0.06978,0.11703,Alug08_Vert02,5/1/24,240501_Calib02,400,1,90,17,348,400,143,468,519,107.394,104.36
Aneides lugubris,Alug08,0.87,3.7,6.35,0.06978,0.11703,Alug08_Vert03,5/1/24,240501_Calib02,400,1,90,7,513,569,171,669,732,102.191,116.811
Aneides lugubris,Alug08,0.87,3.7,6.35,0.06978,0.11703,Alug08_Vert04,5/1/24,240501_Calib02,400,1,90,5,438,491,157,571,628,101.898,113.695
Aneides lugubris,Alug08,0.87,3.7,6.35,0.06978,0.11703,Alug08_Vert05,5/1/24,240501_Calib02,400,1,90,8,501,556,196,650,721,99.76,109.244
Aneides lugubris,Alug09,0.88,3.5,6.05,0.06966,0.10756,Alug09_45deg02,4/16/24,240416_Calib01,400,1,45,3,157,194,95,245,299,110.761,114.969
Aneides lugubris,Alug09,0.88,3.5,6.05,0.06966,0.10756,Alug09_45deg03,4/16/24,240416_Calib01,400,1,45,3,158,195,86,242,293,98.179,114.642
Aneides lugubris,Alug09,0.88,3.5,6.05,0.06966,0.10756,Alug09_45deg04,4/16/24,240416_Calib01,400,1,45,3,154,188,84,237,282,101.703,105.954
Aneides lugubris,Alug09,0.88,3.5,6.05,0.06966,0.10756,Alug09_45deg05,4/16/24,240416_Calib01,400,1,45,3,160,196,93,248,293,104.832,111.163
Aneides lugubris,Alug09,0.88,3.5,6.05,0.06966,0.10756,Alug09_45deg06,4/16/24,240416_Calib01,400,1,45,5,201,237,112,290,340,101.936,105.885
Aneides lugubris,Alug09,0.77,3.5,6.05,0.06966,0.10756,Alug09_80deg02,4/23/24,240423_Calib02,400,1,80,12,242,278,109,345,402,94.715,111.351
Aneides lugubris,Alug09,0.77,3.5,6.05,0.06966,0.10756,Alug09_80deg04,4/23/24,240423_Calib02,400,1,80,7,305,343,149,396,442,91.891,115.598
Aneides lugubris,Alug09,0.77,3.5,6.05,0.06966,0.10756,Alug09_80deg05,4/23/24,240423_Calib02,400,1,80,6,260,298,105,365,412,99.754,111.205
Aneides lugubris,Alug09,0.77,3.5,6.05,0.06966,0.10756,Alug09_80deg06,4/23/24,240423_Calib02,400,1,80,3,255,302,109,374,423,91.312,116.192
Aneides lugubris,Alug09,0.77,3.5,6.05,0.06966,0.10756,Alug09_80deg07,4/23/24,240423_Calib02,400,1,80,5,361,401,161,458,519,92.514,117.628
Aneides lugubris,Alug09,0.78,3.5,6.05,0.06966,0.10756,Alug09_Flat02,4/10/24,240410_Calib03,400,1,0,16,113,149,66,176,210,105.544,121.416
Aneides lugubris,Alug09,0.78,3.5,6.05,0.06966,0.10756,Alug09_Flat03,4/10/24,240410_Calib05,400,1,0,3,109,148,68,183,216,100.019,108.303
Aneides lugubris,Alug09,0.78,3.5,6.05,0.06966,0.10756,Alug09_Flat04,4/10/24,240410_Calib05,400,1,0,3,166,206,82,252,292,99.443,112.721
Aneides lugubris,Alug09,0.78,3.5,6.05,0.06966,0.10756,Alug09_Flat05,4/10/24,240410_Calib05,400,1,0,4,135,168,68,213,245,96.353,112.079
Aneides lugubris,Alug09,0.78,3.5,6.05,0.06966,0.10756,Alug09_Flat06,4/10/24,240410_Calib05,400,1,0,9,141,179,82,216,252,104.296,115.697
Aneides lugubris,Alug09,0.82,3.5,6.05,0.06966,0.10756,Alug09_Vert01,5/1/24,240501_Calib02,400,1,90,6,295,329,122,387,437,91.577,115.374
Aneides lugubris,Alug09,0.82,3.5,6.05,0.06966,0.10756,Alug09_Vert02,5/1/24,240501_Calib02,400,1,90,5,360,397,138,488,535,97.466,116.12
Aneides lugubris,Alug09,0.82,3.5,6.05,0.06966,0.10756,Alug09_Vert03,5/1/24,240501_Calib02,400,1,90,4,250,279,90,343,383,94.365,116.249
Aneides lugubris,Alug09,0.82,3.5,6.05,0.06966,0.10756,Alug09_Vert04,5/1/24,240501_Calib02,400,1,90,5,274,311,123,372,412,95.692,109.129
Aneides lugubris,Alug09,0.68,3.5,6.05,0.06966,0.10756,Alug09_Vert05,5/22/24,240522_Calib06,400,1,90,9,452,488,147,563,607,92.535,113.328
Aneides lugubris,Alug10,8.87,7,12.9,0.28593,0.49946,Alug10_45deg01,4/18/24,240418_Calib02,400,1,45,5,379,422,139,505,559,105.769,111.491
Aneides lugubris,Alug10,8.87,7,12.9,0.28593,0.49946,Alug10_45deg02,4/18/24,240418_Calib02,400,1,45,4,434,485,186,579,643,99.077,99.374
Aneides lugubris,Alug10,8.08,7,12.9,0.28593,0.49946,Alug10_45deg03,4/19/24,240419_Calib01,400,1,45,6,408,460,203,540,605,99.383,116.901
Aneides lugubris,Alug10,8.21,7,12.9,0.28593,0.49946,Alug10_45deg05,4/20/24,240420_Calib03,400,1,45,6,610,675,229,779,855,99.677,117.979
Aneides lugubris,Alug10,8.21,7,12.9,0.28593,0.49946,Alug10_45deg06,4/20/24,240420_Calib03,400,1,45,6,512,560,171,645,730,107.977,117.631
Aneides lugubris,Alug10,6.92,7,12.9,0.28593,0.49946,Alug10_80deg01,6/9/24,240609_Calib01,400,1,80,19,1301,1356,540,1567,1601,101.625,113.79
Aneides lugubris,Alug10,8.37,7,12.9,0.28593,0.49946,Alug10_Flat01,4/12/24,240412_Calib01,400,1,0,4,282,319,124,389,442,103.631,113.443
Aneides lugubris,Alug10,8.37,7,12.9,0.28593,0.49946,Alug10_Flat02,4/12/24,240412_Calib01,400,1,0,4,212,253,104,309,363,95.826,103.804
Aneides lugubris,Alug10,8.54,7,12.9,0.28593,0.49946,Alug10_Flat04,4/13/24,240413_Calib01,400,1,0,10,308,343,130,413,481,94.942,118.421
Aneides lugubris,Alug10,8.54,7,12.9,0.28593,0.49946,Alug10_Flat05,4/13/24,240413_Calib01,400,1,0,4,259,292,127,353,411,101.121,108.173
Aneides lugubris,Alug10,8.54,7,12.9,0.28593,0.49946,Alug10_Flat07,4/13/24,240413_Calib01,400,1,0,8,327,362,149,433,510,100.144,111.31
Plethodon glutinosus,Pglu01,0.53,3.4,6.75,0.0399,0.0746,Pglu01_45deg01,4/16/24,240416_Calib03,400,1,45,4,175,202,93,239,302,115.714,111.808
Plethodon glutinosus,Pglu01,0.53,3.4,6.75,0.0399,0.0746,Pglu01_45deg02,4/16/24,240416_Calib03,400,1,45,10,301,330,129,400,452,112.115,109.365
Plethodon glutinosus,Pglu01,0.53,3.4,6.75,0.0399,0.0746,Pglu01_45deg03,4/16/24,240416_Calib03,400,1,45,4,208,237,115,292,344,114.995,107.937
Plethodon glutinosus,Pglu01,0.53,3.4,6.75,0.0399,0.0746,Pglu01_45deg04,4/16/24,240416_Calib03,400,1,45,4,259,285,111,347,403,114.162,109.526
Plethodon glutinosus,Pglu01,0.53,3.4,6.75,0.0399,0.0746,Pglu01_45deg06,4/16/24,240416_Calib03,400,1,45,7,215,245,108,288,345,113.987,105.097
Plethodon glutinosus,Pglu01,0.48,3.4,6.75,0.0399,0.0746,Pglu01_80deg01,4/22/24,240422_Calib03,400,1,80,10,402,435,192,532,594,109.686,92.367
Plethodon glutinosus,Pglu01,0.48,3.4,6.75,0.0399,0.0746,Pglu01_80deg03,4/22/24,240422_Calib03,400,1,80,9,540,582,161,675,740,97.38,103.69
Plethodon glutinosus,Pglu01,0.48,3.4,6.75,0.0399,0.0746,Pglu01_80deg04,4/22/24,240422_Calib03,400,1,80,9,604,652,203,808,913,94.501,104.681
Plethodon glutinosus,Pglu01,0.48,3.4,6.75,0.0399,0.0746,Pglu01_80deg05,4/22/24,240422_Calib03,400,1,80,9,708,763,242,920,1014,105.747,105.551
Plethodon glutinosus,Pglu01,0.48,3.4,6.75,0.0399,0.0746,Pglu01_80deg06,4/22/24,240422_Calib03,400,1,80,9,580,623,178,777,847,100.325,106.189
Plethodon glutinosus,Pglu01,0.52,3.4,6.75,0.0399,0.0746,Pglu01_Flat09,4/10/24,240410_Calib03,400,1,0,2,147,177,70,213,245,115.809,105.725
Plethodon glutinosus,Pglu01,0.52,3.4,6.75,0.0399,0.0746,Pglu01_Flat10,4/10/24,240410_Calib03,400,1,0,3,194,223,109,269,300,114.852,101.952
Plethodon glutinosus,Pglu01,0.52,3.4,6.75,0.0399,0.0746,Pglu01_Flat11,4/10/24,240410_Calib03,400,1,0,4,152,176,79,214,240,105.486,99.475
Plethodon glutinosus,Pglu01,0.52,3.4,6.75,0.0399,0.0746,Pglu01_Flat13,4/10/24,240410_Calib03,400,1,0,3,169,196,85,251,284,115.694,106.618
Plethodon glutinosus,Pglu01,0.52,3.4,6.75,0.0399,0.0746,Pglu01_Flat14,4/10/24,240410_Calib03,400,1,0,4,218,249,117,312,354,110.59,98.299
Plethodon glutinosus,Pglu01,0.5,3.4,6.75,0.0399,0.0746,Pglu01_Vert01,5/1/24,240501_Calib02,400,1,90,3,524,557,174,682,742,96.602,104.606
Plethodon glutinosus,Pglu01,0.5,3.4,6.75,0.0399,0.0746,Pglu01_Vert03,5/1/24,240501_Calib02,400,1,90,9,815,864,257,1125,1202,106.067,106.239
Plethodon glutinosus,Pglu01,0.5,3.4,6.75,0.0399,0.0746,Pglu01_Vert04,5/1/24,240501_Calib02,400,1,90,4,646,685,230,913,998,102.218,103.102
Plethodon glutinosus,Pglu01,0.5,3.4,6.75,0.0399,0.0746,Pglu01_Vert05,5/1/24,240501_Calib02,400,1,90,4,646,684,213,863,925,112.283,102.033
Plethodon glutinosus,Pglu01,0.5,3.4,6.75,0.0399,0.0746,Pglu01_Vert06,5/1/24,240501_Calib02,400,1,90,9,773,819,253,953,1054,105.202,102.632
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_45deg01,11/6/23,231106_Calib02,400,1,45,6,247,294,115,351,406,107.561,104.319
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_45deg02,11/6/23,231106_Calib02,400,1,45,9,199,229,94,269,315,122.683,102.719
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_45deg03,11/7/23,231107_Calib01,400,1,45,4,263,296,94,346,390,106.1,109.12
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_45deg05,11/7/23,231107_Calib01,400,1,45,4,173,198,67,231,257,113.199,103.39
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_45deg06,11/7/23,231107_Calib01,400,1,45,5,276,323,114,379,430,111.898,111.356
Plethodon glutinosus,Pglu02,1.74,5.2,11,0.08817,0.16942,Pglu02_80deg01,2/27/24,240227_Calib01,400,1,80,5,372,409,109,460,487,98.344,104.261
Plethodon glutinosus,Pglu02,1.74,5.2,11,0.08817,0.16942,Pglu02_80deg02,2/27/24,240227_Calib01,400,1,80,5,368,409,111,470,516,104.897,101.224
Plethodon glutinosus,Pglu02,1.74,5.2,11,0.08817,0.16942,Pglu02_80deg03,2/27/24,240227_Calib01,400,1,80,4,377,417,127,475,521,104.213,99.473
Plethodon glutinosus,Pglu02,1.74,5.2,11,0.08817,0.16942,Pglu02_80deg04,2/27/24,240227_Calib01,400,1,80,4,388,428,93,494,534,100.005,105.338
Plethodon glutinosus,Pglu02,1.74,5.2,11,0.08817,0.16942,Pglu02_80deg05,2/27/24,240227_Calib01,400,1,80,3,481,533,150,598,678,98.837,103.316
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_Flat02,10/25/23,231025_Calib07,400,1,0,5,199,241,102,286,336,111.436,116.016
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_Flat03,10/25/23,231025_Calib07,400,1,0,6,247,299,138,375,437,113.74,111.041
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_Flat04,10/25/23,231025_Calib07,400,1,0,7,233,278,112,326,372,108.435,117.441
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_Flat05,10/25/23,231025_Calib07,400,1,0,4,181,220,91,260,310,107.531,114.761
Plethodon glutinosus,Pglu02,2,5.2,11,0.08817,0.16942,Pglu02_Flat06,10/25/23,231025_Calib07,400,1,0,5,338,412,176,496,584,107.241,119.662
Plethodon glutinosus,Pglu02,2.04,5.2,11,0.08817,0.16942,Pglu02_Vert03,11/17/23,231117_Calib03,400,1,90,8,812,861,225,1006,1033,99.389,104.57
Plethodon glutinosus,Pglu02,2.04,5.2,11,0.08817,0.16942,Pglu02_Vert05,11/17/23,231117_Calib03,400,1,90,6,818,867,194,1014,1059,105.101,104.226
Plethodon glutinosus,Pglu02,2.04,5.2,11,0.08817,0.16942,Pglu02_Vert06,11/21/23,231121_Calib01,400,1,90,8,799,853,266,985,1041,99.313,108.673
Plethodon glutinosus,Pglu02,2.04,5.2,11,0.08817,0.16942,Pglu02_Vert07,11/21/23,231121_Calib01,400,1,90,5,709,747,180,847,896,98.342,109.887
Plethodon glutinosus,Pglu02,2.04,5.2,11,0.08817,0.16942,Pglu02_Vert08,11/21/23,231121_Calib01,400,1,90,7,802,844,163,963,1018,94.021,105.458
Plethodon glutinosus,Pglu03,4.3,6.9,13.5,0.12308,0.23593,Pglu03_45deg01,11/6/23,231106_Calib02,400,1,45,4,255,292,119,347,394,94.316,106.015
Plethodon glutinosus,Pglu03,4.3,6.9,13.5,0.12308,0.23593,Pglu03_45deg02,11/6/23,231106_Calib02,400,1,45,3,188,226,81,264,301,93.834,111.586
Plethodon glutinosus,Pglu03,4.3,6.9,13.5,0.12308,0.23593,Pglu03_45deg03,11/6/23,231106_Calib02,400,1,45,5,197,236,96,284,335,98.474,107.276
Plethodon glutinosus,Pglu03,4.3,6.9,13.5,0.12308,0.23593,Pglu03_45deg05,11/6/23,231106_Calib02,400,1,45,3,324,369,155,449,518,100.643,111.494
Plethodon glutinosus,Pglu03,4.3,6.9,13.5,0.12308,0.23593,Pglu03_45deg06,11/7/23,231107_Calib01,400,1,45,5,362,415,166,505,590,101.386,107.86
Plethodon glutinosus,Pglu03,3.88,6.9,13.5,0.12308,0.23593,Pglu03_80deg01,2/12/24,240212_Calib02,400,1,80,43,866,941,310,1059,1170,98.979,114.356
Plethodon glutinosus,Pglu03,3.88,6.9,13.5,0.12308,0.23593,Pglu03_80deg02,2/12/24,240212_Calib02,400,1,80,9,1094,1158,235,1281,1390,99.791,109.987
Plethodon glutinosus,Pglu03,3.88,6.9,13.5,0.12308,0.23593,Pglu03_80deg03,2/12/24,240212_Calib02,400,1,80,6,704,766,199,874,959,98.638,103.921
Plethodon glutinosus,Pglu03,3.88,6.9,13.5,0.12308,0.23593,Pglu03_80deg04,2/12/24,240212_Calib02,400,1,80,66,1070,1132,349,1262,1364,94.862,102.312
Plethodon glutinosus,Pglu03,3.88,6.9,13.5,0.12308,0.23593,Pglu03_80deg05,2/12/24,240212_Calib02,400,1,80,11,1043,1120,345,1298,1396,102.995,98.881
Plethodon glutinosus,Pglu03,4.5,6.9,13.5,0.12308,0.23593,Pglu03_Flat03,10/25/23,231025_Calib07,400,1,0,5,403,467,170,575,651,110.388,121.499
Plethodon glutinosus,Pglu03,4.5,6.9,13.5,0.12308,0.23593,Pglu03_Flat06,10/27/23,231025_Calib07,400,1,0,3,240,283,122,334,398,106.324,109.74
Plethodon glutinosus,Pglu03,4.5,6.9,13.5,0.12308,0.23593,Pglu03_Flat08,10/27/23,231025_Calib07,400,1,0,3,243,288,108,350,405,103.133,125.532
Plethodon glutinosus,Pglu03,4.5,6.9,13.5,0.12308,0.23593,Pglu03_Flat10,10/27/23,231025_Calib07,400,1,0,4,285,330,115,397,455,107.418,116.173
Plethodon glutinosus,Pglu03,4.6,6.9,13.5,0.12308,0.23593,Pglu03_Flat11,11/2/23,231102_Calib01,400,1,0,3,138,171,62,202,235,99.895,112.967
Plethodon glutinosus,Pglu03,4.1,6.9,13.5,0.12308,0.23593,Pglu03_Vert07,11/20/23,231120_Calib03,400,1,90,29,1567,1642,293,1880,1951,99.993,107.563
Plethodon glutinosus,Pglu03,3.93,6.9,13.5,0.12308,0.23593,Pglu03_Vert09,12/9/23,231209_Calib02,400,1,90,18,1430,1501,348,1691,1759,96.008,106.698
Plethodon glutinosus,Pglu03,2.97,6.9,11.7,0.12308,0.23593,Pglu03_Vert10,5/8/24,240508_Calib12,400,1,90,9,966,1025,268,1145,1236,92.885,103.303
Plethodon glutinosus,Pglu03,2.97,6.9,11.7,0.12308,0.23593,Pglu03_Vert11,5/9/24,240509_Calib06,400,1,90,15,1095,1153,338,1305,1392,91.081,103.329
Plethodon glutinosus,Pglu03,3.03,6.9,11.7,0.12308,0.23593,Pglu03_Vert12,5/13/24,240513_Calib05,400,1,90,29,1960,2047,571,2346,2427,93.172,104.312
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_45deg02,11/6/23,231106_Calib02,400,1,45,3,212,248,105,300,354,101.958,115.945
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_45deg03,11/7/23,231107_Calib01,400,1,45,6,258,290,114,346,402,100.62,110.131
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_45deg04,11/7/23,231107_Calib01,400,1,45,5,355,397,143,482,552,103.526,117.826
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_45deg05,11/7/23,231107_Calib01,400,1,45,5,278,324,136,401,470,106.473,115.066
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_45deg06,11/7/23,231107_Calib01,400,1,45,7,371,418,176,505,577,102.714,111.198
Plethodon glutinosus,Pglu04,2,5,10.7,0.08667,0.17439,Pglu04_80deg01,2/2/24,240202_Calib01,400,1,80,9,651,702,193,874,932,101.281,108.506
Plethodon glutinosus,Pglu04,1.91,5,10.7,0.08667,0.17439,Pglu04_80deg02,2/27/24,240227_Calib01,400,1,80,12,839,894,250,1014,1102,95.44,97.964
Plethodon glutinosus,Pglu04,1.91,5,10.7,0.08667,0.17439,Pglu04_80deg03,2/27/24,240227_Calib01,400,1,80,11,686,734,225,853,949,95.442,110.48
Plethodon glutinosus,Pglu04,1.91,5,10.7,0.08667,0.17439,Pglu04_80deg04,2/27/24,240227_Calib01,400,1,80,51,879,973,273,1151,1230,100.422,108.512
Plethodon glutinosus,Pglu04,1.91,5,10.7,0.08667,0.17439,Pglu04_80deg05,2/27/24,240227_Calib01,400,1,80,38,821,920,270,1058,1140,86.874,113.94
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_Flat04,10/27/23,231025_Calib07,400,1,0,6,214,248,122,291,333,102.972,113.951
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_Flat05,10/27/23,231025_Calib07,400,1,0,5,344,391,135,451,507,108.272,118.732
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_Flat06,10/27/23,231025_Calib07,400,1,0,4,225,263,110,327,390,97.83,116.381
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_Flat08,11/2/23,231102_Calib01,400,1,0,4,229,278,122,322,373,105.62,126.16
Plethodon glutinosus,Pglu04,2.1,5,10.7,0.08667,0.17439,Pglu04_Flat09,11/2/23,231102_Calib01,400,1,0,3,159,193,92,230,273,106.408,126.397
Plethodon glutinosus,Pglu04,1.76,5,10.7,0.08667,0.17439,Pglu04_Vert02,12/9/23,231209_Calib02,400,1,90,5,1798,1861,482,2174,2221,89.343,109.532
Plethodon glutinosus,Pglu04,2.04,5,10.7,0.08667,0.17439,Pglu04_Vert04,5/3/24,240503_Calib02,400,1,90,5,1793,1846,356,2103,2173,95.087,108.754
Plethodon glutinosus,Pglu04,2.04,5,10.7,0.08667,0.17439,Pglu04_Vert05,5/3/24,240503_Calib02,400,1,90,90,2657,2720,671,3441,3491,98.445,111.563
Plethodon glutinosus,Pglu04,2.04,5,10.7,0.08667,0.17439,Pglu04_Vert06,5/3/24,240503_Calib02,400,1,90,71,1907,2021,506,2364,2443,94.284,112.794
Plethodon glutinosus,Pglu04,2.04,5,10.7,0.08667,0.17439,Pglu04_Vert07,5/3/24,240503_Calib02,400,1,90,43,2130,2198,662,2822,2884,91.825,109.947
Plethodon glutinosus,Pglu05,1.71,4.8,9.7,0.08308,0.16941,Pglu05_45deg02,11/16/23,231116_Calib10,400,1,45,4,208,246,110,297,346,101.331,116.199
Plethodon glutinosus,Pglu05,1.71,4.8,9.7,0.08308,0.16941,Pglu05_45deg04,11/16/23,231116_Calib11,400,1,45,5,190,224,104,264,328,111.429,107.057
Plethodon glutinosus,Pglu05,1.71,4.8,9.7,0.08308,0.16941,Pglu05_45deg05,11/16/23,231116_Calib11,400,1,45,3,178,209,93,246,299,101.021,117.916
Plethodon glutinosus,Pglu05,1.71,4.8,9.7,0.08308,0.16941,Pglu05_45deg07,11/16/23,231116_Calib13,400,1,45,6,257,293,136,341,405,109.016,114.272
Plethodon glutinosus,Pglu05,1.71,4.8,9.7,0.08308,0.16941,Pglu05_45deg09,11/16/23,231116_Calib13,400,1,45,5,285,329,127,378,443,110.872,107.06
Plethodon glutinosus,Pglu05,1.44,4.8,9.7,0.08308,0.16941,Pglu05_80deg01,2/27/24,240227_Calib01,400,1,80,3,420,466,141,539,603,95.088,104.335
Plethodon glutinosus,Pglu05,1.44,4.8,9.7,0.08308,0.16941,Pglu05_80deg03,2/27/24,240227_Calib01,400,1,80,8,441,488,130,556,611,96.624,95.433
Plethodon glutinosus,Pglu05,1.44,4.8,9.7,0.08308,0.16941,Pglu05_80deg04,2/27/24,240227_Calib01,400,1,80,7,446,505,145,564,629,101.172,95.586
Plethodon glutinosus,Pglu05,1.44,4.8,9.7,0.08308,0.16941,Pglu05_80deg05,2/27/24,240227_Calib01,400,1,80,4,547,607,163,675,755,104.478,103.011
Plethodon glutinosus,Pglu05,1.44,4.8,9.7,0.08308,0.16941,Pglu05_80deg06,2/27/24,240227_Calib01,400,1,80,4,712,777,234,871,957,102.62,95.151
Plethodon glutinosus,Pglu05,1.7,4.8,9.7,0.08308,0.16941,Pglu05_Flat04,10/18/23,231018_Calib04,400,1,0,2,249,303,124,388,430,107.54,111.426
Plethodon glutinosus,Pglu05,1.7,4.8,9.7,0.08308,0.16941,Pglu05_Flat05,10/18/23,231018_Calib04,400,1,0,6,426,481,177,602,654,109.178,120.665
Plethodon glutinosus,Pglu05,1.7,4.8,9.7,0.08308,0.16941,Pglu05_Flat06,10/18/23,231018_Calib04,400,1,0,4,350,400,135,476,526,102.993,116.868
Plethodon glutinosus,Pglu05,1.7,4.8,9.7,0.08308,0.16941,Pglu05_Flat07,10/20/23,231018_Calib04,400,1,0,6,222,258,132,301,357,112.894,106.517
Plethodon glutinosus,Pglu05,1.7,4.8,9.7,0.08308,0.16941,Pglu05_Flat10,10/20/23,231018_Calib04,400,1,0,12,283,331,141,410,480,109.987,123.12
